"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Genus","Family","Family Common Name","Order","SubClass","Class","SubDivision","Division","Kingdom","Duration","Growth Habit","Active Growth Period","Shape and Orientation","Toxicity","Palatable Human"
"CADI4","","Carex diandra","lesser panicled sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CADI6","","Carex disperma","softleaf sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Semi-Erect","None","No"
"CAEC","","Carex echinata","star sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAFI","","Carex filifolia","threadleaf sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAGR2","","Carex gracillima","graceful sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Semi-Erect","None","No"
"CAGR3","","Carex granularis","limestone meadow sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAGR5","","Carex grayi","Gray's sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAIN11","","Carex interior","inland sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAIN12","","Carex intumescens","greater bladder sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"CALA16","","Carex lacustris","hairy sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CALE8","","Carex lenticularis","lakeshore sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"CALE10","","Carex leptalea","bristlystalked sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CALE11","","Carex leptonervia","nerveless woodland sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Semi-Erect","None","No"
"CALI7","","Carex limosa","mud sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CALI","","Carex livida","livid sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"CALU4","","Carex lupulina","hop sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"CALU5","","Carex lurida","shallow sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"CAMO11","","Carex molesta","troublesome sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAMU9","","Carex muskingumensis","Muskingum sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"CAPR5","","Carex praegracilis","clustered field sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CARO5","","Carex rossii","Ross' sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Semi-Erect","None","No"
"CARO6","","Carex rostrata","beaked sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CASC10","","Carex scirpoidea","northern singlespike sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CASC11","","Carex scoparia","broom sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CASP3","","Carex sparganioides","bur-reed sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Semi-Erect","None","No"
"CASQ2","","Carex squarrosa","squarrose sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAST5","","Carex stipata","awlfruit sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"CAST8","","Carex stricta","upright sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"CATE3","","Carex tenera","quill sedge","Monocot","Carex","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
